-3.047850134847290064e+02;-8.001016711228258771e+01;-1.362552641686293100e+02;-1.779860743176761417e+01;-2.401221237865032876e+01;3.068609730578843564e+00;1.527062159353262594e+01;9.406630234681475855e+00;8.764387968644122395e+00;-3.793988926772581483e+00
-3.047850134847290064e+02;-8.001016711228274403e+01;-1.362552641686297363e+02;-1.779860743176752891e+01;-2.401221237865042824e+01;3.068609730578922612e+00;1.527062159353257087e+01;9.406630234681509606e+00;8.764387968644074434e+00;-3.793988926772526415e+00
-3.047850134847287791e+02;-8.001016711228241718e+01;-1.362552641686296226e+02;-1.779860743176751114e+01;-2.401221237865030389e+01;3.068609730578848005e+00;1.527062159353257620e+01;9.406630234681495395e+00;8.764387968644115290e+00;-3.793988926772544623e+00
-3.047850134847287791e+02;-8.001016711228241718e+01;-1.362552641686297932e+02;-1.779860743176764259e+01;-2.401221237865040337e+01;3.068609730578884864e+00;1.527062159353270765e+01;9.406630234681527369e+00;8.764387968644157922e+00;-3.793988926772589032e+00
-3.047850134847287791e+02;-8.001016711228244560e+01;-1.362552641686295374e+02;-1.779860743176764259e+01;-2.401221237865045310e+01;3.068609730578843120e+00;1.527062159353256554e+01;9.406630234681429670e+00;8.764387968644085092e+00;-3.793988926772557058e+00
-3.047850134847287791e+02;-8.001016711228254508e+01;-1.362552641686294805e+02;-1.779860743176744720e+01;-2.401221237865032876e+01;3.068609730578823580e+00;1.527062159353271653e+01;9.406630234681459868e+00;8.764387968644138383e+00;-3.793988926772594805e+00
-3.047850134847287791e+02;-8.001016711228253087e+01;-1.362552641686294521e+02;-1.779860743176770654e+01;-2.401221237865025770e+01;3.068609730578867545e+00;1.527062159353269344e+01;9.406630234681548686e+00;8.764387968644193450e+00;-3.793988926772573489e+00
-3.047850134847287791e+02;-8.001016711228253087e+01;-1.362552641686294521e+02;-1.779860743176764259e+01;-2.401221237865040337e+01;3.068609730578784056e+00;1.527062159353249093e+01;9.406630234681484737e+00;8.764387968644165028e+00;-3.793988926772584147e+00
-3.047850134847288359e+02;-8.001016711228253087e+01;-1.362552641686294521e+02;-1.779860743176759286e+01;-2.401221237865037850e+01;3.068609730578764072e+00;1.527062159353267923e+01;9.406630234681490066e+00;8.764387968644138383e+00;-3.793988926772559722e+00
-3.047850134847288359e+02;-8.001016711228254508e+01;-1.362552641686294521e+02;-1.779860743176758930e+01;-2.401221237865035718e+01;3.068609730578882644e+00;1.527062159353261350e+01;9.406630234681578884e+00;8.764387968644070881e+00;-3.793988926772594805e+00
